Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,URL
Radeon 660M,Rembrandt,"Jan 4th, 2022",PCIe 4.0 x8,System Shared,1500 MHz,System Shared,384 / 24 / 16,/gpu-specs/radeon-660m.c3870
Radeon Graphics 128SP,Raphael,"Sep 27th, 2022",PCIe 4.0 x8,System Shared,400 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-graphics-128sp.c3993
Radeon Graphics 448SP Mobile,Barcelo,"Jan 6th, 2022",IGP,System Shared,300 MHz,System Shared,448 / 28 / 8,/gpu-specs/radeon-graphics-448sp-mobile.c4057
Radeon Graphics 512SP Mobile,Barcelo,"Jan 6th, 2022",IGP,System Shared,300 MHz,System Shared,512 / 32 / 8,/gpu-specs/radeon-graphics-512sp-mobile.c4056
Radeon PRO W6300,Navi 24,"Jan 19th, 2022",PCIe 4.0 x4,"2 GB, GDDR6, 32 bit",1512 MHz,2000 MHz,768 / 48 / 32,/gpu-specs/radeon-pro-w6300.c3982
Radeon PRO W6400,Navi 24,"Jan 19th, 2022",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",2039 MHz,2000 MHz,768 / 48 / 32,/gpu-specs/radeon-pro-w6400.c3873
Radeon Pro W6300M,Navi 24,"Jan 19th, 2022",PCIe 4.0 x4,"2 GB, GDDR6, 32 bit",1512 MHz,2000 MHz,768 / 48 / 32,/gpu-specs/radeon-pro-w6300m.c3952
Radeon Pro W6500M,Navi 24,Never Released,PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",1512 MHz,2000 MHz,1024 / 64 / 32,/gpu-specs/radeon-pro-w6500m.c3983
Radeon RX 6300M,Navi 24,Never Released,PCIe 4.0 x4,"2 GB, GDDR6, 32 bit",1000 MHz,2000 MHz,768 / 48 / 32,/gpu-specs/radeon-rx-6300m.c3866
Radeon RX 6400,Navi 24,"Jan 19th, 2022",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",1923 MHz,2000 MHz,768 / 48 / 32,/gpu-specs/radeon-rx-6400.c3813
Radeon RX 6500 XT,Navi 24,"Jan 19th, 2022",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",2310 MHz,2248 MHz,1024 / 64 / 32,/gpu-specs/radeon-rx-6500-xt.c3850
Radeon RX 6500M,Navi 24,"Jan 4th, 2022",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",2000 MHz,2250 MHz,1024 / 64 / 32,/gpu-specs/radeon-rx-6500m.c3865
Radeon RX 6600S,Navi 23,"Jan 4th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1700 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-6600s.c3869
Radeon RX 6650 XT,Navi 23,"May 10th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2055 MHz,2190 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-6650-xt.c3898
Radeon RX 6650M,Navi 23,"Jan 4th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2068 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-6650m.c3863
Radeon RX 6650M XT,Navi 23,"Jan 4th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2068 MHz,2000 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-6650m-xt.c3864
Radeon RX 6700S,Navi 23,"Jan 4th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1700 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-6700s.c3868
Radeon RX 6750 XT,Navi 22,"Mar 3rd, 2022",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",2150 MHz,2250 MHz,2560 / 160 / 64,/gpu-specs/radeon-rx-6750-xt.c3879
Radeon RX 6800S,Navi 23,"Jan 4th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1800 MHz,2000 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-6800s.c3867
Radeon RX 6850M XT,Navi 22,"Jan 4th, 2022",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",2321 MHz,2250 MHz,2560 / 160 / 64,/gpu-specs/radeon-rx-6850m-xt.c3862
Radeon RX 6950 XT,Navi 21,"May 10th, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1860 MHz,2250 MHz,5120 / 320 / 128,/gpu-specs/radeon-rx-6950-xt.c3875
Radeon RX 7900 XT,Navi 31,"Nov 3rd, 2022",PCIe 4.0 x16,"20 GB, GDDR6, 320 bit",1500 MHz,2500 MHz,5376 / 336 / 192,/gpu-specs/radeon-rx-7900-xt.c3912
Radeon RX 7900 XTX,Navi 31,"Nov 3rd, 2022",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1855 MHz,2500 MHz,6144 / 384 / 192,/gpu-specs/radeon-rx-7900-xtx.c3941
Radeon RX 7950 XT,Navi 31,Never Released,PCIe 4.0 x16,"20 GB, GDDR6, 320 bit",2000 MHz,2500 MHz,5376 / 336 / 192,/gpu-specs/radeon-rx-7950-xt.c3979
Radeon RX 7950 XTX,Navi 31,Never Released,PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",2200 MHz,2500 MHz,6144 / 384 / 192,/gpu-specs/radeon-rx-7950-xtx.c3980
Steam Deck GPU,Van Gogh,"Feb 25th, 2022",IGP,"16 GB, LPDDR5, 128 bit",1000 MHz,1375 MHz,512 / 32 / 16,/gpu-specs/steam-deck-gpu.c3897
Arc A310,DG2-128,"Oct 12th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",1750 MHz,1937 MHz,768 / 32 / 16,/gpu-specs/arc-a310.c3930
Arc A350,DG2-128,2022,PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",2000 MHz,1937 MHz,768 / 48 / 24,/gpu-specs/arc-a350.c3931
Arc A350M,DG2-128,"Mar 30th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",1150 MHz,1750 MHz,768 / 48 / 24,/gpu-specs/arc-a350m.c3905
Arc A370M,DG2-128,"Mar 30th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",1550 MHz,1750 MHz,1024 / 64 / 32,/gpu-specs/arc-a370m.c3906
Arc A380,DG2-128,"Jun 14th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",2000 MHz,1937 MHz,1024 / 64 / 32,/gpu-specs/arc-a380.c3913
Arc A550M,DG2-512,2022,PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",900 MHz,1750 MHz,2048 / 128 / 64,/gpu-specs/arc-a550m.c3907
Arc A580,DG2-512,Unknown,PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1700 MHz,2000 MHz,3072 / 192 / 96,/gpu-specs/arc-a580.c3928
Arc A730M,DG2-512,2022,PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1100 MHz,1750 MHz,3072 / 192 / 96,/gpu-specs/arc-a730m.c3908
Arc A750,DG2-512,"Oct 12th, 2022",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",2050 MHz,2000 MHz,3584 / 224 / 112,/gpu-specs/arc-a750.c3929
Arc A770,DG2-512,"Oct 12th, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",2100 MHz,2000 MHz,4096 / 256 / 128,/gpu-specs/arc-a770.c3914
Arc A770M,DG2-512,2022,PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1650 MHz,2000 MHz,4096 / 256 / 128,/gpu-specs/arc-a770m.c3909
Arc A780,DG2-512,2022,PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",2200 MHz,1093 MHz,4096 / 256 / 128,/gpu-specs/arc-a780.c3910
Arc Pro A30M,DG2-128,"Aug 8th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",1500 MHz,2000 MHz,1024 / 64 / 32,/gpu-specs/arc-pro-a30m.c3927
Arc Pro A40,DG2-128,"Aug 8th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",1500 MHz,2000 MHz,1024 / 64 / 32,/gpu-specs/arc-pro-a40.c3925
Arc Pro A50,DG2-128,"Aug 8th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",2000 MHz,2000 MHz,1024 / 64 / 32,/gpu-specs/arc-pro-a50.c3926
Arctic Sound-M,Arctic Sound,2022,PCIe 4.0 x16,"16 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,8192 / 256 / 128,/gpu-specs/arctic-sound-m.c3885
Data Center GPU Flex 140,DG2-128,"Aug 24th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",1600 MHz,1937 MHz,1024 / 64 / 32,/gpu-specs/data-center-gpu-flex-140.c4072
Data Center GPU Flex 170,DG2-512,"Aug 24th, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1950 MHz,2000 MHz,4096 / 256 / 128,/gpu-specs/data-center-gpu-flex-170.c4071
UHD Graphics 16EU Mobile,Alder Lake GT1,"Jan 4th, 2022",Ring Bus,System Shared,300 MHz,System Shared,128 / 8 / 4,/gpu-specs/uhd-graphics-16eu-mobile.c4115
UHD Graphics 770,Raptor Lake GT1,"Sep 27th, 2022",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8,/gpu-specs/uhd-graphics-770.c3940
A800 PCIe 40 GB,GA100,"Nov 8th, 2022",PCIe 4.0 x16,"40 GB, HBM2e, 5120 bit",765 MHz,1215 MHz,6912 / 432 / 160,/gpu-specs/a800-pcie-40-gb.c3964
A800 PCIe 80 GB,GA100,"Nov 8th, 2022",PCIe 4.0 x16,"80 GB, HBM2e, 5120 bit",1065 MHz,1512 MHz,6912 / 432 / 160,/gpu-specs/a800-pcie-80-gb.c3965
A800 SXM4 80 GB,GA100,"Aug 11th, 2022",PCIe 4.0 x16,"80 GB, HBM2e, 5120 bit",1155 MHz,1593 MHz,6912 / 432 / 160,/gpu-specs/a800-sxm4-80-gb.c3966
GeForce GTX 1630,TU117,"Jun 28th, 2022",PCIe 3.0 x8,"4 GB, GDDR6, 64 bit",1740 MHz,1500 MHz,512 / 32 / 16,/gpu-specs/geforce-gtx-1630.c3916
GeForce RTX 3050 4 GB,GA107,Never Released,PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1545 MHz,1750 MHz,2304 / 72 / 32,/gpu-specs/geforce-rtx-3050-4-gb.c3744
GeForce RTX 3050 8 GB,GA106,"Jan 4th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1552 MHz,1750 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-8-gb.c3858
GeForce RTX 3050 8 GB GA107,GA107,"Dec 16th, 2022",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1552 MHz,1750 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-8-gb-ga107.c3880
GeForce RTX 3050 Max-Q Refresh 4 GB,GA107,"Jul 6th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",757 MHz,1375 MHz,2048 / 64 / 32,/gpu-specs/geforce-rtx-3050-max-q-refresh-4-gb.c4092
GeForce RTX 3050 Max-Q Refresh 6 GB,GA107,"Jul 6th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",622 MHz,1375 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-max-q-refresh-6-gb.c3970
GeForce RTX 3050 Mobile Refresh 4 GB,GA107,"Jul 6th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",652 MHz,1750 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-mobile-refresh-4-gb.c4156
GeForce RTX 3050 Mobile Refresh 6 GB,GA107,"Jul 6th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",1237 MHz,1750 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-mobile-refresh-6-gb.c3971
GeForce RTX 3060 8 GB,GA106,"Oct 12th, 2022",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1320 MHz,1875 MHz,3584 / 112 / 48,/gpu-specs/geforce-rtx-3060-8-gb.c3937
GeForce RTX 3060 8 GB GA104,GA104,Oct 2022,PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1320 MHz,1875 MHz,3584 / 112 / 64,/gpu-specs/geforce-rtx-3060-8-gb-ga104.c4132
GeForce RTX 3060 Ti GA103,GA103,"Feb 23rd, 2022",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1410 MHz,1750 MHz,4864 / 152 / 80,/gpu-specs/geforce-rtx-3060-ti-ga103.c3872
GeForce RTX 3060 Ti GDDR6X,GA104,"Oct 19th, 2022",PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1410 MHz,1188 MHz,4864 / 152 / 80,/gpu-specs/geforce-rtx-3060-ti-gddr6x.c3935
GeForce RTX 3070 Ti 16 GB,GA104,Never Released,PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",1575 MHz,1188 MHz,6144 / 192 / 96,/gpu-specs/geforce-rtx-3070-ti-16-gb.c3835
GeForce RTX 3070 Ti 8 GB GA102,GA102,"Oct 21st, 2022",PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1575 MHz,1188 MHz,6144 / 192 / 96,/gpu-specs/geforce-rtx-3070-ti-8-gb-ga102.c3936
GeForce RTX 3070 Ti Mobile,GA104,"Jan 4th, 2022",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",915 MHz,1750 MHz,5888 / 184 / 96,/gpu-specs/geforce-rtx-3070-ti-mobile.c3852
GeForce RTX 3070 TiM,GA104,Nov 2022,PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",915 MHz,1750 MHz,5888 / 184 / 96,/gpu-specs/geforce-rtx-3070-tim.c3951
GeForce RTX 3080 12 GB,GA102,"Jan 11th, 2022",PCIe 4.0 x16,"12 GB, GDDR6X, 384 bit",1260 MHz,1188 MHz,8960 / 280 / 96,/gpu-specs/geforce-rtx-3080-12-gb.c3834
GeForce RTX 3080 Ti Max-Q,GA103,"Jan 25th, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",585 MHz,1500 MHz,7424 / 232 / 96,/gpu-specs/geforce-rtx-3080-ti-max-q.c3841
GeForce RTX 3080 Ti Mobile,GA103,"Jan 25th, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",810 MHz,2000 MHz,7424 / 232 / 96,/gpu-specs/geforce-rtx-3080-ti-mobile.c3840
GeForce RTX 3090 Ti,GA102,"Jan 27th, 2022",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",1560 MHz,1313 MHz,10752 / 336 / 112,/gpu-specs/geforce-rtx-3090-ti.c3829
GeForce RTX 4080,AD103,"Sep 20th, 2022",PCIe 4.0 x16,"16 GB, GDDR6X, 256 bit",2205 MHz,1400 MHz,9728 / 304 / 112,/gpu-specs/geforce-rtx-4080.c3888
GeForce RTX 4080 12 GB,AD104,Never Released,PCIe 4.0 x16,"12 GB, GDDR6X, 192 bit",2310 MHz,1313 MHz,7680 / 240 / 80,/gpu-specs/geforce-rtx-4080-12-gb.c3932
GeForce RTX 4090,AD102,"Sep 20th, 2022",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",2235 MHz,1313 MHz,16384 / 512 / 176,/gpu-specs/geforce-rtx-4090.c3889
H100 CNX,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"80 GB, HBM2e, 5120 bit",690 MHz,1593 MHz,14592 / 456 / 24,/gpu-specs/h100-cnx.c4131
H100 PCIe 80 GB,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"80 GB, HBM2e, 5120 bit",1095 MHz,1593 MHz,14592 / 456 / 24,/gpu-specs/h100-pcie-80-gb.c3899
H100 PCIe 96 GB,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"96 GB, HBM3, 5120 bit",1665 MHz,1313 MHz,16896 / 528 / 24,/gpu-specs/h100-pcie-96-gb.c4164
H100 SXM5 64 GB,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"64 GB, HBM3, 3072 bit",1665 MHz,1313 MHz,16896 / 528 / 24,/gpu-specs/h100-sxm5-64-gb.c4165
H100 SXM5 80 GB,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"80 GB, HBM3, 5120 bit",1590 MHz,1313 MHz,16896 / 528 / 24,/gpu-specs/h100-sxm5-80-gb.c3900
H100 SXM5 96 GB,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"96 GB, HBM3, 5120 bit",1665 MHz,1313 MHz,16896 / 528 / 24,/gpu-specs/h100-sxm5-96-gb.c3974
H800 SXM5,GH100,"Mar 22nd, 2022",PCIe 5.0 x16,"80 GB, HBM3, 5120 bit",1095 MHz,1313 MHz,16896 / 528 / 24,/gpu-specs/h800-sxm5.c3975
L40,AD102,"Oct 13th, 2022",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",735 MHz,2250 MHz,18176 / 568 / 192,/gpu-specs/l40.c3959
L40 CNX,AD102,"Oct 13th, 2022",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1005 MHz,2250 MHz,18176 / 568 / 192,/gpu-specs/l40-cnx.c3961
L40G,AD102,"Oct 13th, 2022",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1005 MHz,2250 MHz,18176 / 568 / 192,/gpu-specs/l40g.c3960
L40S,AD102,"Oct 13th, 2022",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",1110 MHz,2250 MHz,18176 / 568 / 192,/gpu-specs/l40s.c4173
RTX 6000 Ada Generation,AD102,"Dec 3rd, 2022",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",915 MHz,2500 MHz,18176 / 568 / 192,/gpu-specs/rtx-6000-ada-generation.c3933
RTX A1000 Embedded,GA107S,"Mar 30th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",630 MHz,1750 MHz,2048 / 64 / 32,/gpu-specs/rtx-a1000-embedded.c3895
RTX A1000 Mobile,GA107,"Mar 30th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",630 MHz,1375 MHz,2048 / 64 / 32,/gpu-specs/rtx-a1000-mobile.c3920
RTX A1000 Mobile 6 GB,GA107,"Mar 30th, 2022",PCIe 4.0 x8,"6 GB, GDDR6, 192 bit",652 MHz,1375 MHz,2560 / 80 / 32,/gpu-specs/rtx-a1000-mobile-6-gb.c4137
RTX A2000 Embedded,GA107,"Mar 30th, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",607 MHz,1500 MHz,2560 / 80 / 32,/gpu-specs/rtx-a2000-embedded.c3861
RTX A3000 Mobile 12 GB,GA104,"Mar 22nd, 2022",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",855 MHz,1750 MHz,4096 / 128 / 64,/gpu-specs/rtx-a3000-mobile-12-gb.c3903
RTX A4500 Embedded,GA104,"Mar 30th, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",510 MHz,1500 MHz,5888 / 184 / 96,/gpu-specs/rtx-a4500-embedded.c3893
RTX A4500 Max-Q,GA104,"Mar 22nd, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",510 MHz,1750 MHz,5888 / 184 / 96,/gpu-specs/rtx-a4500-max-q.c4009
RTX A4500 Mobile,GA104,"Mar 22nd, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",930 MHz,2000 MHz,5888 / 184 / 96,/gpu-specs/rtx-a4500-mobile.c3851
RTX A500 Embedded,GA107S,"Mar 30th, 2022",PCIe 4.0 x8,"2 GB, GDDR6, 64 bit",435 MHz,1750 MHz,2048 / 64 / 32,/gpu-specs/rtx-a500-embedded.c3896
RTX A500 Mobile,GA107S,"Mar 22nd, 2022",PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",832 MHz,1500 MHz,2048 / 64 / 32,/gpu-specs/rtx-a500-mobile.c3939
RTX A5500,GA102,"Mar 22nd, 2022",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1080 MHz,2000 MHz,10240 / 320 / 96,/gpu-specs/rtx-a5500.c3901
RTX A5500 Max-Q,GA103,"Mar 22nd, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",585 MHz,1750 MHz,7424 / 232 / 96,/gpu-specs/rtx-a5500-max-q.c4011
RTX A5500 Mobile,GA103,"Mar 22nd, 2022",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",975 MHz,2000 MHz,7424 / 232 / 96,/gpu-specs/rtx-a5500-mobile.c3902
T550 Mobile,TU117,May 2022,PCIe 3.0 x16,"4 GB, GDDR6, 64 bit",1065 MHz,1500 MHz,1024 / 64 / 32,/gpu-specs/t550-mobile.c3918
Tesla T40 24 GB,TU102,Unknown,PCIe 3.0 x16,"24 GB, GDDR6, 384 bit",1305 MHz,1625 MHz,4608 / 288 / 96,/gpu-specs/tesla-t40-24-gb.c3942
ROG Ally Extreme GPU,Phoenix,"Jun 13th, 2023",PCIe 4.0 x4,"16 GB, LPDDR5, 64 bit",1500 MHz,1600 MHz,768 / 48 / 32,/gpu-specs/rog-ally-extreme-gpu.c4157
ROG Ally GPU,Phoenix,2023,PCIe 4.0 x4,"16 GB, LPDDR5, 64 bit",1500 MHz,1600 MHz,256 / 16 / 8,/gpu-specs/rog-ally-gpu.c4158
Radeon 610M,Dragon Range,"Jan 3rd, 2023",PCIe 4.0 x8,System Shared,400 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-610m.c4021
Radeon 660M,Rembrandt+,"Jan 3rd, 2023",PCIe 4.0 x8,System Shared,1500 MHz,System Shared,384 / 24 / 16,/gpu-specs/radeon-660m.c4136
Radeon 680M,Rembrandt+,"Jan 3rd, 2023",PCIe 4.0 x8,System Shared,2000 MHz,System Shared,768 / 48 / 32,/gpu-specs/radeon-680m.c4135
Radeon 740M,Phoenix,"Jan 4th, 2023",PCIe 4.0 x8,System Shared,1500 MHz,System Shared,256 / 16 / 8,/gpu-specs/radeon-740m.c4162
Radeon 760M,Phoenix,"Jan 4th, 2023",PCIe 4.0 x8,System Shared,1500 MHz,System Shared,384 / 24 / 16,/gpu-specs/radeon-760m.c4022
Radeon 780M,Phoenix,"Jan 4th, 2023",PCIe 4.0 x8,System Shared,1500 MHz,System Shared,768 / 48 / 32,/gpu-specs/radeon-780m.c4020
Radeon Instinct MI300,MI300,"Jan 4th, 2023",PCIe 4.0 x16,"128 GB, HBM3, 8192 bit",1000 MHz,1600 MHz,14080 / 880 / 0,/gpu-specs/radeon-instinct-mi300.c4019
Radeon PRO W7500,Navi 33,"Aug 3rd, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1500 MHz,1344 MHz,1792 / 112 / 64,/gpu-specs/radeon-pro-w7500.c4170
Radeon PRO W7600,Navi 33,"Aug 3rd, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1720 MHz,2250 MHz,2048 / 128 / 64,/gpu-specs/radeon-pro-w7600.c4169
Radeon PRO W7800,Navi 31,"Apr 13th, 2023",PCIe 4.0 x16,"32 GB, GDDR6, 256 bit",1855 MHz,2250 MHz,4480 / 280 / 128,/gpu-specs/radeon-pro-w7800.c4148
Radeon PRO W7900,Navi 31,"Apr 13th, 2023",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",1855 MHz,2250 MHz,6144 / 384 / 192,/gpu-specs/radeon-pro-w7900.c4147
Radeon RX 6450M,Navi 24,"Jan 4th, 2023",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",2000 MHz,2000 MHz,768 / 48 / 32,/gpu-specs/radeon-rx-6450m.c4018
Radeon RX 6550M,Navi 24,"Jan 4th, 2023",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",2000 MHz,2250 MHz,1024 / 64 / 32,/gpu-specs/radeon-rx-6550m.c4017
Radeon RX 6550S,Navi 24,"Jan 4th, 2023",PCIe 4.0 x4,"4 GB, GDDR6, 64 bit",2000 MHz,2000 MHz,1024 / 64 / 32,/gpu-specs/radeon-rx-6550s.c3981
Radeon RX 7500 XT,Navi 33,2023,PCIe 4.0 x8,"6 GB, GDDR6, 96 bit",1452 MHz,2250 MHz,1024 / 64 / 32,/gpu-specs/radeon-rx-7500-xt.c4116
Radeon RX 7600,Navi 33,"May 24th, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1720 MHz,2250 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-7600.c4153
Radeon RX 7600M,Navi 33,"Jan 4th, 2023",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1500 MHz,2000 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-7600m.c4014
Radeon RX 7600M XT,Navi 33,"Jan 4th, 2023",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1437 MHz,2250 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-7600m-xt.c4013
Radeon RX 7600S,Navi 33,"Jan 4th, 2023",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1500 MHz,2000 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-7600s.c4016
Radeon RX 7700,Navi 32,2023,PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1900 MHz,2250 MHz,3072 / 192 / 96,/gpu-specs/radeon-rx-7700.c4159
Radeon RX 7700 XT,Navi 32,"Aug 25th, 2023",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1700 MHz,2250 MHz,3456 / 216 / 96,/gpu-specs/radeon-rx-7700-xt.c3911
Radeon RX 7700S,Navi 33,"Jan 4th, 2023",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1500 MHz,2250 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-7700s.c4015
Radeon RX 7800 XT,Navi 32,"Aug 25th, 2023",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1295 MHz,2438 MHz,3840 / 240 / 96,/gpu-specs/radeon-rx-7800-xt.c3839
Radeon RX 7900 GRE,Navi 31,"Jul 27th, 2023",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1500 MHz,2250 MHz,5120 / 320 / 192,/gpu-specs/radeon-rx-7900-gre.c4166
Radeon RX 7990 XTX,Navi 31,Never Released,PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",2500 MHz,3000 MHz,6144 / 384 / 192,/gpu-specs/radeon-rx-7990-xtx.c3973
Arc A380M,DG2-128,"Jan 24th, 2023",MXM-A (3.1),"6 GB, GDDR6, 96 bit",1550 MHz,1937 MHz,1024 / 64 / 32,/gpu-specs/arc-a380m.c4060
Arc A530M,DG2-256,"Aug 1st, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",900 MHz,1750 MHz,1536 / 96 / 48,/gpu-specs/arc-a530m.c4167
Arc A570M,DG2-256,"Aug 1st, 2023",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",900 MHz,1750 MHz,2048 / 128 / 64,/gpu-specs/arc-a570m.c4168
Arc Pro A60,DG2-256,"Jun 6th, 2023",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",900 MHz,2000 MHz,2048 / 128 / 64,/gpu-specs/arc-pro-a60.c4160
Arc Pro A60M,DG2-256,"Jun 6th, 2023",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",900 MHz,2000 MHz,2048 / 128 / 64,/gpu-specs/arc-pro-a60m.c4161
Data Center GPU Max 1100,Ponte Vecchio,"Jan 10th, 2023",PCIe 5.0 x16,"48 GB, HBM2e, 8192 bit",1000 MHz,600 MHz,7168 / 448 / 0,/gpu-specs/data-center-gpu-max-1100.c4066
